Pais;Entidad estatal;Referencia;Descripción;Fase actual;Fecha de publicación;Fecha de presentación de ofertas;Cuantía Estado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE LA PINTADA;CD-CA-SSIS-011-2024;"INTEGRAR ESFUERZOS INSTITUCIONALES, TÉCNICOS Y ADMINISTRATIVOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, DIRIGIDO A LOS NIÑOS, NIÑAS, ADOLESCENTES Y JÓVENES CON MATRICULA OFICIAL DE;Presentación de oferta;3/07/2024 10:56 PM (UTC -5 horas);10/07/2024 5:00 PM (UTC -5 horas);166.578.900 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE FABIO JARAMILLO LONDOÑO;P01-179.;JULIETH PAOLA PAEZ ALARCON;Presentación de oferta;3/07/2024 5:30 AM (UTC -5 horas);-;30.668.000 COP;Publicado;Detalle
COLOMBIA;MINCULTURA;MC-CC-3657-2024;FUNDACIÓN PAENTRO ESPACIO;Presentación de oferta;2/07/2024 2:39 PM (UTC -5 horas);-;29.266.000 COP;Publicado;Detalle
COLOMBIA;ASOCIACION DE MUNICIPIOS DEL URABA ANTIOQUEÑO - ASOMURA;CD-034-2024;SUMINISTRO PARA REALIZAR LA ENTREGA DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE CAREPA - ANTIOQUIA, PARA LA VIGENCIA SEGUN;Presentación de oferta;2/07/2024 12:37 PM (UTC -5 horas);-;988.106.463 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO SAN RAFAEL ANTIOQUIA;CPS165-2024;PRESTAR AL MUNICIPIO DE SAN RAFAEL APOYO PROFESIONAL A LA SECRETARIA DE CULTURA Y DEPORTE PARA EL FORTALECIMIENTO AL PROGRAMA DE ALIMENTACION PAE;Presentación de oferta;29/06/2024 12:24 PM (UTC -5 horas);-;2.700.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MINCULTURA;MC-CC-2188-2024;RESGUARDO INDIGENA PAEZ DE EL DESCANSO;Presentación de oferta;28/06/2024 2:53 PM (UTC -5 horas);-;40.000.000 COP;Publicado;Detalle
COLOMBIA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;6070-2024;PAEZ SALGUERO ANDRES FELIPE;Presentación de oferta;28/06/2024 11:51 AM (UTC -5 horas);-;4.288.080 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA RENACER PAEZ;CE-011-2024;ADQUISICIÓN DE EQUIPOS TECNOLOGICOS PARA LA INSTITUCION EDUCATIVA RENACER PAEZ;Presentación de oferta;28/06/2024 10:27 AM (UTC -5 horas);-;3.943.540 COP;Publicado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA;062-2024;MARIA ANGELICA PAEZ PAEZ;Presentación de oferta;28/06/2024 9:44 AM (UTC -5 horas);-;2.300.000 COP;Publicado;Detalle
COLOMBIA;E.S.E HOSPITAL LOCAL DE TENERIFE;CPS-314-2024;INES MILENA PAEZ BLANCO;Presentación de oferta;28/06/2024 8:58 AM (UTC -5 horas);-;1.500.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE EL SANTUARIO ANTIOQUIA;SASI-007-2024 (Presentación de oferta);INTEGRAR ESFUERZOS PARA LA EJECUCION DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE NIÑOS NIÑAS ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE EL SANTUARIO ANTIOQUIA PARA LA VIGENCIA 2024 2 (Prese;Presentación de oferta;27/06/2024 5:39 PM (UTC -5 horas);8/07/2024 5:00 PM (UTC -5 horas);1.108.304.576,63 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE COCORNÁ;SA001-2024 (Presentación de oferta);SUMINISTRO DESUMINISTRO DE VIVERES PARA LA EJECUCION DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE PARA LOS NIÑOS(AS) Y ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICPIO. (Presentación de oferta);Presentación de oferta;27/06/2024 3:28 PM (UTC -5 horas);9/07/2024 10:00 AM (UTC -5 horas);45.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE ENTRERRIOS;CD-078-2024;Prestación de Servicios de apoyo a la gestión de persona natural con formación en manipulación de Alimentos para el Restaurante Escolar Urbano para el cumplimiento efectivo del Programa PAE;Presentación de oferta;27/06/2024 3:08 PM (UTC -5 horas);-;7.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MINCULTURA;MC-CC-1290-2024;FUNDACION COMPAE TOÑO;Presentación de oferta;27/06/2024 3:04 PM (UTC -5 horas);-;28.947.000 COP;Publicado;Detalle
COLOMBIA;ICBF REGIONAL CUNDINAMARCA;ICBF-PS-17073-2024-CUN;JOSE DAVID PAEZ MARTINEZ;Presentación de oferta;27/06/2024 2:40 PM (UTC -5 horas);-;24.153.294 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE ENTRERRIOS;CD-077-2024;Prestación de Servicios de apoyo a la gestión de persona natural con formación en manipulación de Alimentos para el Restaurante Escolar Urbano para el cumplimiento efectivo del PAE.;Presentación de oferta;27/06/2024 2:33 PM (UTC -5 horas);-;7.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;GN2321-2024;ATENCIO DE PAE EN RECESO ESCOALR;Presentación de oferta;27/06/2024 11:57 AM (UTC -5 horas);-;1.325.738.120 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ;1919-2024;SEBASTIAN FARID ORTEGON PAEZ;Presentación de oferta;27/06/2024 11:54 AM (UTC -5 horas);-;7.848.000 COP;Publicado;Detalle
COLOMBIA;MINISTERIO DEL INTERIOR;CD-1753-2024;PRESTACION DE SERVICIOS - BELISARIO NEIRA PAEZ - SGGT;Presentación de oferta;27/06/2024 10:29 AM (UTC -5 horas);-;40.800.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ;1429-2024;JUAN MANUEL PAEZ RODRIGUEZ;Presentación de oferta;26/06/2024 10:11 PM (UTC -5 horas);-;8.946.720 COP;Publicado;Detalle
COLOMBIA;ALCALDIA ALEJANDRIA;SS-CS-011-2024;SUMINISTRO DE VÍVERES PARA LA PREPARACIÓN DE LAS DE RACIONES ALIMENTARIAS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE;Presentación de oferta;26/06/2024 5:41 PM (UTC -5 horas);2/07/2024 8:00 AM (UTC -5 horas);27.364.830 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL;PS-740-2024;JAVIER ORLANDO TORRES PAEZ;Presentación de oferta;26/06/2024 3:35 PM (UTC -5 horas);-;105.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;REGIONAL DE ASEGURAMIENTO EN SALUD No 3;PN RASES N. 3 CD - 037 - 2024;JUAN MANUEL RAMIREZ PAEZ;Presentación de oferta;26/06/2024 12:53 PM (UTC -5 horas);-;17.114.240 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CAREPA;CONV-019-2024;PROGRAMA ALIMENTACION ESCOLAR PAE;Presentación de oferta;26/06/2024 9:27 AM (UTC -5 horas);26/06/2024 5:00 PM (UTC -5 horas);3.548.298.006 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ;1343-2024;PAULA ANDREA CARDENAS PAEZ;Presentación de oferta;25/06/2024 8:39 PM (UTC -5 horas);-;7.952.640 COP;Publicado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE LA VICTORIA VALLE;CD-185-2024;APOYO LOGÍSTICO PARA EL DESARROLLO DE LA SEGUNDA MESA PÚBLICA PARA PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE 2024 CON SEDE EN EL MUNICIPIO DE LA VICTORIA VALLE.;Presentación de oferta;25/06/2024 4:43 PM (UTC -5 horas);-;7.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE EL PEÑOL;SI-003-2024 (Presentación de oferta);SUMINISTRO DE PAE (Presentación de oferta);Presentación de oferta;25/06/2024 2:06 PM (UTC -5 horas);3/07/2024 4:00 PM (UTC -5 horas);901.251.414 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE 412 2014 2024;VEGA PAEZ JAIME DAVID;Presentación de oferta;25/06/2024 1:42 PM (UTC -5 horas);-;1.680.000 COP;Publicado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;GN2317-2024;ATENCION DE PAE EN RECESO ESCOLAR;Presentación de oferta;25/06/2024 1:04 PM (UTC -5 horas);-;51.390.416 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;GN2316-2024;ATENCION DE PAE EN RECESO ESCOLAR;Presentación de oferta;25/06/2024 12:58 PM (UTC -5 horas);-;100.563.680 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;GN2315-2024;ATENCION DE PAE EN RECESO ESCOLAR;Presentación de oferta;25/06/2024 12:48 PM (UTC -5 horas);-;23.082.136 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;GN2314-2024;CONTRATACION DE PAE MODALIDAD RECESO ESCOLAR;Presentación de oferta;25/06/2024 12:39 PM (UTC -5 horas);-;1.325.738.120 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;ASOCIACION DE MUNICIPIOS CORPORACIÓN AGENCIA PARA EL DESARROLLO DE LOS MUNICIPIOS DE LA SUBREGIÓN DE BOSQUES;CMI-014-2024;ADMINISTRACIÓN DELEGADA DE RECURSOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE SAN FRANCISCO - ANTIOQUI;Presentación de oferta;25/06/2024 12:31 PM (UTC -5 horas);28/06/2024 8:30 AM (UTC -5 horas);2.002.089,12 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA-UNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTION DEL RIESGO DE DESASTRES DE CUNDINAMARCA;UAEGRD-CPS-111-2024;CARLOS ANDRES PAEZ ORTIZ;Presentación de oferta;25/06/2024 10:19 AM (UTC -5 horas);-;21.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MURINDO//;Proceso Competitivo-004-2024;PAE Vigencia 2024-2;Presentación de oferta;24/06/2024 11:56 PM (UTC -5 horas);26/06/2024 6:00 PM (UTC -5 horas);402.404.600 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACIÓN DE BOLÍVAR;CM-SED-001-2024 (Presentación de oferta);INTERVENTORÍA ADMINISTRATIVA, TÉCNICA, FINANCIERA, CONTABLE, JURÍDICA Y GESTIÓN SOCIAL AL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE - CONTRATADO POR EL DEPARTAMENTO DE BOLIVAR, ACORDE A LOS LINEAMIENTOS;Presentación de oferta;24/06/2024 10:30 PM (UTC -5 horas);2/07/2024 8:00 AM (UTC -5 horas);1.889.607.921 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO DEL META;GCSJ-CM-002-2024 (Presentación de oferta);INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y JURIDICA PARA AL CONTRATO DE ALIMENTACION ESCOLAR (PAE REGULAR Y RESIDENCIAS ESCOLARES) A FIN DE GARANTIZAR EL SUMINISTRO DE COMPLEMENTOS NUTRICIONA;Presentación de oferta;24/06/2024 7:27 PM (UTC -5 horas);2/07/2024 8:00 AM (UTC -5 horas);4.379.374.011 COP;Proceso cancelado;Detalle
COLOMBIA;Gobernación Norte de Santander*;LP-SEG-01818-2024;PAE RACIÓN III 2024;Presentación de observaciones;24/06/2024 4:56 PM (UTC -5 horas);18/07/2024 10:00 AM (UTC -5 horas);19.998.407.365 COP;Proceso cancelado;Detalle
COLOMBIA;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;4131.010.32.1.1869-2024;JOHANNA CAROLINA GONZALEZ PAEZ;Presentación de oferta;24/06/2024 2:08 PM (UTC -5 horas);-;42.160.800 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JOSE DE CUCUTA;SEM-CPS-157-2024;PROFESIONAL PAE;Presentación de oferta;24/06/2024 12:25 PM (UTC -5 horas);-;14.400.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JOSE DE CUCUTA;SEM-CPS-158-2024;PROFESIONAL PAE;Presentación de oferta;24/06/2024 11:43 AM (UTC -5 horas);-;13.200.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1058_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;24/06/2024 10:12 AM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE CAUCASIA;PRE-002-2024;PRESTACIÓN DE SERVICIOS PARA LA IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE -, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE CAUCASIA - ANTIOQUIA, PARA LA V;Presentación de oferta;24/06/2024 10:05 AM (UTC -5 horas);26/06/2024 2:00 PM (UTC -5 horas);5.461.203.023 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1041_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;24/06/2024 9:44 AM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1081_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;24/06/2024 9:37 AM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1105_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO DEL PROYECTO;Presentación de oferta;24/06/2024 9:34 AM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE CAROLINA DEL PRINCIPE;CONT-INT012-2024;PAE SEGUNDO SEMESTRE 2024;Presentación de oferta;23/06/2024 3:06 PM (UTC -5 horas);28/06/2024 8:00 AM (UTC -5 horas);455.722.798 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE SAN FRANCISCO;CONVENIO 005-2024;EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE SAN FRANCISCO ANTIOQUIA;Presentación de oferta;22/06/2024 12:53 PM (UTC -5 horas);-;103.107.589 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DEL MUNICIPIO DE ACACIAS;OCA-LP-002-2024 (Presentación de oferta);"IMPLEMENTACIÓN DEL PAE EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE ACACÍAS - META" (Presentación de oferta);Presentación de oferta;21/06/2024 7:24 PM (UTC -5 horas);28/06/2024 2:00 PM (UTC -5 horas);2.823.577.690 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1051_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;21/06/2024 3:18 PM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1015_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;21/06/2024 3:01 PM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_999_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;21/06/2024 2:38 PM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE PUERTO TRIUNFO;006-SAMC-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE ACUERDO CON LOS LINEAMIENTOS TÉCNICOS-ADMINISTRATIVOS VIGENTES, DISPUESTOS POR EL MEN, PARA EL SUMINISTRO DE COMPLEMENTO ALIMENTARIO A LOS ALUMN;Presentación de oferta;21/06/2024 4:43 AM (UTC -5 horas);25/06/2024 2:00 PM (UTC -5 horas);177.521.760 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA DIVERSIFICADA ORIENTAL DE SANTO TOMAS;014-2024;SUMINISTRO IMPLEMENTOS DE PAPAELERIA Y MATERIALES DE OFICINA: BLOCK , CARTULINAS, MARCADORES, RESMAS, PAPEL SILUETA,, CARTULINAS, CINTA, FOMY, CINTA , TINTA RECARGABLE, MARCADORES, PINTURAS ACRILICAS;Presentación de oferta;20/06/2024 9:56 PM (UTC -5 horas);-;6.778.332 COP;Publicado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE EL ESPINAL;LP-003-2024 (Presentación de oferta);CONTRATAR LA PRESTACIÓN DE SERVICIO DE ALIMENTACIÓN ESCOLAR PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LAS INSTITUCIONES EDUCATIVAS PÚBLICAS DEL MUNICIPIO DE EL ESPINAL (Presentación de oferta);Presentación de oferta;20/06/2024 6:51 PM (UTC -5 horas);28/06/2024 10:00 AM (UTC -5 horas);1.728.513.042 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MINCULTURA;MC-CC-2912-2024;RESGUARDO DE LA COMUNIDAD INDÍGENA NASA PAEZ POTRERITO;Presentación de oferta;20/06/2024 3:32 PM (UTC -5 horas);-;27.657.000 COP;Publicado;Detalle
COLOMBIA;ALCALDÍA MUNICIPIO DE GARAGOA;SUBASTA INVERSA AMG-SIP-008-2024 (Presentación de oferta);SUMINISTRO DE ALIMENTACIÓN ESCOLAR CON DESTINO A LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE GARAGOA, PARA GARANTIZAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, DURANTE 16 DIAS CALENDARIO ES;Presentación de oferta;20/06/2024 3:13 PM (UTC -5 horas);28/06/2024 9:00 AM (UTC -5 horas);180.904.980 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO IMSALUD;SA24-872 CONTRATO 773-2024;PEDRO ANDRES MESA PAEZ;Presentación de oferta;20/06/2024 2:20 PM (UTC -5 horas);-;25.058.880 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE PEREIRA- OFICIAL;SME-CD-4140-2024;PAE;Presentación de oferta;20/06/2024 2:04 PM (UTC -5 horas);-;18.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE CAUCASIA;CPS-289-2024;PRESTACION DE SERVICIOS PARA REALIZAR TODAS LAS ACCIONES NUTRICIONALES Y NECESARIAS PARA LA COORDINACION DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) DIRIGIDO POR LA SECRETARÍA DE EDUCACION, CULTURA, DE;Presentación de oferta;20/06/2024 11:48 AM (UTC -5 horas);-;10.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DE EDUCACION DE CALI;4143.0.1.0014-2024;SUMINISTRO DE REFRIGERADORES INDUSTRIALES PARA EL PAE;Presentación de oferta;20/06/2024 10:36 AM (UTC -5 horas);25/06/2024 5:00 PM (UTC -5 horas);Sin documento;Proceso en evaluación y observaciones;Detalle
COLOMBIA;MUNICIPIO DE PEREIRA- OFICIAL;SME-CD-4113-2024;PAE;Presentación de oferta;20/06/2024 8:35 AM (UTC -5 horas);-;16.200.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CHIGORODO;SASI-009-2024 (Presentación de oferta);ALIMENTACION ESCOLAR PAE (Presentación de oferta);Presentación de oferta;19/06/2024 3:39 PM (UTC -5 horas);24/06/2024 5:00 PM (UTC -5 horas);671.094.325 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE GALAPA.;LP-001-2024 (Presentación de oferta);CONTRATAR LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE - DIRIGIDA A LA POBLACIÓN ESTUDIANTIL DEL MUNICIPIO DE GALAPA DE ACUERDO CON LOS LINEAMIENTOS TÉCNICOS-ADMINISTRATIVOS VIGENTES, DISPU;Presentación de oferta;19/06/2024 2:30 PM (UTC -5 horas);28/06/2024 11:59 AM (UTC -5 horas);889.235.424 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;Gobernación Norte de Santander*;CD-SF-01805-2024;ANDRES FELIPE MURILLO PAEZ;Presentación de oferta;19/06/2024 12:36 PM (UTC -5 horas);-;8.662.500 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE ARBELAEZ;CPS 509-2024;DIEGO ANDRES BLANCO PAEZ;Presentación de oferta;19/06/2024 12:16 PM (UTC -5 horas);-;11.433.327 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA-UNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTION DEL RIESGO DE DESASTRES DE CUNDINAMARCA;UAEGRD-CPS-099-2024;JUAN PABLO PAEZ JIMENEZ;Presentación de oferta;19/06/2024 10:36 AM (UTC -5 horas);-;30.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPIO DE SAN ROQUE;PROCESO COMPETITIVO 002-2024;PROCESO COMPETITIVO PAE 002-2024;Presentación de oferta;18/06/2024 4:54 PM (UTC -5 horas);24/06/2024 11:30 AM (UTC -5 horas);1.200.765.384 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;Gobernación Norte de Santander*;CD-SC-01804-2024;ALIRIO ALEXANDER ESTRADA PAEZ;Presentación de oferta;18/06/2024 4:00 PM (UTC -5 horas);-;7.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE DOSQUEBRADAS;CD-1028-2024;PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA APOYAR LA SUPERVISIÓN, DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE LA SECRETARÍA DE EDUCACIÓN MUNICIPAL RELACIONADO CON EL COMPONENTE TÉCNICO DE CALIDAD;Presentación de oferta;18/06/2024 11:36 AM (UTC -5 horas);-;17.100.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JOSE DE CUCUTA;SG-CPS-1397-2024;BLADIMIR PAEZ VALDES;Presentación de oferta;18/06/2024 9:30 AM (UTC -5 horas);-;10.800.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;E.S.E HOSPITAL SANDIEGO DE CERETE;HSD-CD-761-2024;ANA JULISSA PAEZ MONROY;Presentación de oferta;18/06/2024 8:18 AM (UTC -5 horas);-;5.938.320 COP;Publicado;Detalle
COLOMBIA;INSITUCION EDUCATIVA BLANCA DURAN DE PADILLA;017-24;MANTENIMIENTO ADECUACION ESPACIO LOCATIVO COMEDOR PAE 2024 FIEB;Presentación de oferta;17/06/2024 10:03 PM (UTC -5 horas);-;15.000.000 COP;Publicado;Detalle
COLOMBIA;DEPARTAMENTO DEL META;GCSJ-LP-005-2024 (Presentación de oferta);SUMINISTRO DE COMPLEMENTOS ALIMENTARIOS EN MODALIDAD PREPARADA EN SITIO E INDUSTRIALIZADA (PAE REGULAR Y RESIDENCIAS ESCOLARES) COMO ESTRATEGIA DE PERMANENCIA PARA LOS ESTUDIANTES (Presentación de of;Presentación de oferta;17/06/2024 7:49 PM (UTC -5 horas);25/06/2024 8:00 AM (UTC -5 horas);76.614.294.719 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;E S E HOSPITAL LOCAL JORGE CRISTO SAHIUM VILLA DEL ROSARIO;278-2024;YORLY DAYALLYPAEZ PEÑA;Presentación de oferta;17/06/2024 6:16 PM (UTC -5 horas);-;19.800.000 COP;Publicado;Detalle
